system mqm_avg_score seg_id
DIDI-NLP	-5.000000 485
DIDI-NLP	-0.100000 486
DIDI-NLP	-5.000000 487
DIDI-NLP	-5.000000 488
DIDI-NLP	None 489
DIDI-NLP	None 490
DIDI-NLP	None 491
DIDI-NLP	None 492
DIDI-NLP	None 493
DIDI-NLP	None 494
DIDI-NLP	None 495
DIDI-NLP	None 496
DIDI-NLP	None 497
DIDI-NLP	None 498
DIDI-NLP	None 499
DIDI-NLP	None 500
DIDI-NLP	None 501
DIDI-NLP	None 502
DIDI-NLP	None 503
DIDI-NLP	None 504
DIDI-NLP	None 505
DIDI-NLP	None 506
DIDI-NLP	None 507
DIDI-NLP	None 508
DIDI-NLP	None 509
DIDI-NLP	None 510
DIDI-NLP	None 511
DIDI-NLP	None 512
DIDI-NLP	None 513
DIDI-NLP	-2.100000 514
DIDI-NLP	-12.000000 515
DIDI-NLP	-3.200000 516
DIDI-NLP	-2.000000 517
DIDI-NLP	-4.100000 518
DIDI-NLP	-1.100000 519
DIDI-NLP	-0.000000 520
DIDI-NLP	-5.000000 521
DIDI-NLP	-10.000000 522
DIDI-NLP	-11.000000 523
DIDI-NLP	-2.000000 524
DIDI-NLP	-0.000000 525
DIDI-NLP	-0.000000 526
DIDI-NLP	-3.000000 527
DIDI-NLP	-7.000000 528
DIDI-NLP	-5.000000 529
DIDI-NLP	-5.000000 530
DIDI-NLP	-10.000000 531
DIDI-NLP	-5.000000 532
DIDI-NLP	-1.000000 533
DIDI-NLP	-2.000000 534
DIDI-NLP	-0.000000 535
DIDI-NLP	-0.000000 536
DIDI-NLP	-0.000000 537
DIDI-NLP	-0.000000 538
DIDI-NLP	-5.000000 539
DIDI-NLP	-6.100000 540
DIDI-NLP	-0.000000 541
DIDI-NLP	-5.000000 542
DIDI-NLP	-0.000000 543
DIDI-NLP	-15.000000 544
DIDI-NLP	-1.000000 545
DIDI-NLP	-20.100000 546
DIDI-NLP	-21.000000 547
DIDI-NLP	-21.000000 548
DIDI-NLP	-0.000000 549
DIDI-NLP	-1.000000 550
DIDI-NLP	-0.000000 551
DIDI-NLP	-0.000000 552
DIDI-NLP	-1.000000 553
DIDI-NLP	-1.000000 554
DIDI-NLP	-0.000000 555
DIDI-NLP	None 556
DIDI-NLP	None 557
DIDI-NLP	None 558
DIDI-NLP	None 559
DIDI-NLP	None 560
DIDI-NLP	None 561
DIDI-NLP	None 562
DIDI-NLP	None 563
DIDI-NLP	None 564
DIDI-NLP	None 565
DIDI-NLP	None 566
DIDI-NLP	None 567
DIDI-NLP	None 568
DIDI-NLP	None 569
DIDI-NLP	None 570
DIDI-NLP	None 571
DIDI-NLP	None 572
DIDI-NLP	None 573
DIDI-NLP	None 574
DIDI-NLP	None 575
DIDI-NLP	None 576
DIDI-NLP	None 577
DIDI-NLP	None 578
DIDI-NLP	None 579
DIDI-NLP	None 580
DIDI-NLP	None 581
DIDI-NLP	None 582
DIDI-NLP	None 583
DIDI-NLP	None 584
DIDI-NLP	None 585
DIDI-NLP	None 586
DIDI-NLP	None 587
DIDI-NLP	None 588
DIDI-NLP	None 589
DIDI-NLP	-15.000000 590
DIDI-NLP	-15.000000 591
DIDI-NLP	-5.000000 592
DIDI-NLP	-5.000000 593
DIDI-NLP	-5.000000 594
DIDI-NLP	-0.000000 595
DIDI-NLP	-5.000000 596
DIDI-NLP	-5.000000 597
DIDI-NLP	-10.000000 598
DIDI-NLP	-0.000000 599
DIDI-NLP	-5.000000 600
DIDI-NLP	-10.000000 601
DIDI-NLP	None 602
DIDI-NLP	None 603
DIDI-NLP	None 604
DIDI-NLP	None 605
DIDI-NLP	None 606
DIDI-NLP	None 607
DIDI-NLP	None 608
DIDI-NLP	None 609
DIDI-NLP	None 610
DIDI-NLP	None 611
DIDI-NLP	None 612
DIDI-NLP	None 613
DIDI-NLP	None 614
DIDI-NLP	None 615
DIDI-NLP	None 616
DIDI-NLP	None 617
DIDI-NLP	None 618
DIDI-NLP	None 619
DIDI-NLP	None 620
DIDI-NLP	None 621
DIDI-NLP	None 622
DIDI-NLP	None 623
DIDI-NLP	None 624
DIDI-NLP	None 625
DIDI-NLP	None 626
DIDI-NLP	None 627
DIDI-NLP	None 628
DIDI-NLP	None 629
DIDI-NLP	None 630
DIDI-NLP	None 631
DIDI-NLP	None 632
DIDI-NLP	None 633
DIDI-NLP	None 634
DIDI-NLP	None 635
DIDI-NLP	None 636
DIDI-NLP	None 637
DIDI-NLP	-2.100000 638
DIDI-NLP	-1.100000 639
DIDI-NLP	-10.000000 640
DIDI-NLP	-5.000000 641
DIDI-NLP	-15.000000 642
DIDI-NLP	-25.000000 643
DIDI-NLP	-15.000000 644
DIDI-NLP	-15.000000 645
DIDI-NLP	-25.000000 646
DIDI-NLP	-12.000000 647
DIDI-NLP	-6.000000 648
DIDI-NLP	None 649
DIDI-NLP	None 650
DIDI-NLP	None 651
DIDI-NLP	None 652
DIDI-NLP	None 653
DIDI-NLP	None 654
DIDI-NLP	None 655
DIDI-NLP	None 656
DIDI-NLP	None 657
DIDI-NLP	None 658
DIDI-NLP	None 659
DIDI-NLP	None 660
DIDI-NLP	None 661
DIDI-NLP	None 662
DIDI-NLP	None 663
DIDI-NLP	None 664
DIDI-NLP	None 665
DIDI-NLP	None 666
DIDI-NLP	None 667
DIDI-NLP	None 668
DIDI-NLP	None 669
DIDI-NLP	None 670
DIDI-NLP	None 671
DIDI-NLP	None 672
DIDI-NLP	None 673
DIDI-NLP	None 674
DIDI-NLP	-0.000000 675
DIDI-NLP	-1.000000 676
DIDI-NLP	-0.000000 677
DIDI-NLP	-1.000000 678
DIDI-NLP	-1.100000 679
DIDI-NLP	-0.000000 680
DIDI-NLP	-0.100000 681
DIDI-NLP	-1.000000 682
DIDI-NLP	-1.000000 683
DIDI-NLP	-1.000000 684
DIDI-NLP	-5.000000 685
DIDI-NLP	-0.000000 686
DIDI-NLP	-5.000000 687
DIDI-NLP	-5.000000 688
DIDI-NLP	-15.100000 689
DIDI-NLP	-0.000000 690
DIDI-NLP	-5.000000 691
DIDI-NLP	-10.100000 692
DIDI-NLP	-0.000000 693
DIDI-NLP	-5.300000 694
DIDI-NLP	-5.000000 695
DIDI-NLP	-0.000000 696
DIDI-NLP	-11.000000 697
DIDI-NLP	-6.000000 698
DIDI-NLP	-0.100000 699
DIDI-NLP	-0.000000 700
DIDI-NLP	-0.100000 701
DIDI-NLP	-1.000000 702
DIDI-NLP	-5.000000 703
DIDI-NLP	-0.000000 704
DIDI-NLP	-10.100000 705
DIDI-NLP	-5.000000 706
DIDI-NLP	-10.100000 707
DIDI-NLP	-10.000000 708
DIDI-NLP	-5.000000 709
DIDI-NLP	-15.000000 710
DIDI-NLP	-0.000000 711
DIDI-NLP	-0.000000 712
DIDI-NLP	-0.000000 713
DIDI-NLP	-1.000000 714
DIDI-NLP	-0.000000 715
DIDI-NLP	-5.000000 716
DIDI-NLP	-6.100000 717
DIDI-NLP	-0.000000 718
DIDI-NLP	-5.000000 719
DIDI-NLP	-0.100000 720
DIDI-NLP	-0.000000 721
DIDI-NLP	None 722
DIDI-NLP	None 723
DIDI-NLP	-6.000000 724
DIDI-NLP	-13.000000 725
DIDI-NLP	-5.000000 726
DIDI-NLP	-1.000000 727
DIDI-NLP	-1.000000 728
DIDI-NLP	-0.000000 729
DIDI-NLP	-10.000000 730
DIDI-NLP	-10.000000 731
DIDI-NLP	-0.000000 732
DIDI-NLP	-0.000000 733
DIDI-NLP	-0.000000 734
DIDI-NLP	-0.000000 735
DIDI-NLP	-6.000000 736
DIDI-NLP	-6.000000 737
DIDI-NLP	-5.000000 738
DIDI-NLP	None 739
DIDI-NLP	None 740
DIDI-NLP	None 741
DIDI-NLP	None 742
DIDI-NLP	None 743
DIDI-NLP	None 744
DIDI-NLP	None 745
DIDI-NLP	None 746
DIDI-NLP	None 747
DIDI-NLP	None 748
DIDI-NLP	None 749
DIDI-NLP	None 750
DIDI-NLP	None 751
DIDI-NLP	None 752
DIDI-NLP	None 753
DIDI-NLP	None 754
DIDI-NLP	None 755
DIDI-NLP	None 756
DIDI-NLP	-6.000000 757
DIDI-NLP	-0.000000 758
DIDI-NLP	-5.200000 759
DIDI-NLP	-1.100000 760
DIDI-NLP	-0.000000 761
DIDI-NLP	-0.000000 762
DIDI-NLP	-0.000000 763
DIDI-NLP	-0.000000 764
DIDI-NLP	-5.000000 765
DIDI-NLP	-0.000000 766
DIDI-NLP	-5.000000 767
DIDI-NLP	-0.000000 768
DIDI-NLP	-10.000000 769
DIDI-NLP	-0.000000 770
DIDI-NLP	None 771
DIDI-NLP	None 772
DIDI-NLP	None 773
DIDI-NLP	None 774
DIDI-NLP	None 775
DIDI-NLP	None 776
DIDI-NLP	None 777
DIDI-NLP	None 778
DIDI-NLP	None 779
DIDI-NLP	None 780
DIDI-NLP	None 781
DIDI-NLP	None 782
DIDI-NLP	None 783
DIDI-NLP	None 784
DIDI-NLP	None 785
DIDI-NLP	None 786
DIDI-NLP	None 787
DIDI-NLP	None 788
DIDI-NLP	None 789
DIDI-NLP	None 790
DIDI-NLP	None 791
DIDI-NLP	None 792
DIDI-NLP	None 793
DIDI-NLP	None 794
DIDI-NLP	None 795
DIDI-NLP	None 796
DIDI-NLP	None 797
DIDI-NLP	None 798
DIDI-NLP	None 799
DIDI-NLP	None 800
DIDI-NLP	None 801
DIDI-NLP	None 802
DIDI-NLP	None 803
DIDI-NLP	None 804
DIDI-NLP	None 805
DIDI-NLP	None 806
DIDI-NLP	None 807
DIDI-NLP	None 808
DIDI-NLP	None 809
DIDI-NLP	-0.000000 810
DIDI-NLP	-16.100000 811
DIDI-NLP	-1.000000 812
DIDI-NLP	-0.000000 813
DIDI-NLP	-10.000000 814
DIDI-NLP	-5.000000 815
DIDI-NLP	-0.000000 816
DIDI-NLP	-0.000000 817
DIDI-NLP	-0.000000 818
DIDI-NLP	-0.200000 819
DIDI-NLP	-1.000000 820
DIDI-NLP	-0.000000 821
DIDI-NLP	-5.000000 822
DIDI-NLP	-0.100000 823
DIDI-NLP	None 824
DIDI-NLP	None 825
DIDI-NLP	None 826
DIDI-NLP	None 827
DIDI-NLP	None 828
DIDI-NLP	None 829
DIDI-NLP	None 830
DIDI-NLP	None 831
DIDI-NLP	None 832
DIDI-NLP	None 833
DIDI-NLP	None 834
DIDI-NLP	None 835
DIDI-NLP	None 836
DIDI-NLP	None 837
DIDI-NLP	None 838
DIDI-NLP	None 839
DIDI-NLP	None 840
DIDI-NLP	None 841
DIDI-NLP	None 842
DIDI-NLP	None 843
DIDI-NLP	None 844
DIDI-NLP	None 845
DIDI-NLP	None 846
DIDI-NLP	None 847
DIDI-NLP	None 848
DIDI-NLP	None 849
DIDI-NLP	None 850
DIDI-NLP	None 851
DIDI-NLP	None 852
DIDI-NLP	None 853
DIDI-NLP	None 854
DIDI-NLP	None 855
DIDI-NLP	None 856
DIDI-NLP	None 857
DIDI-NLP	None 858
DIDI-NLP	None 859
DIDI-NLP	None 860
DIDI-NLP	None 861
DIDI-NLP	None 862
DIDI-NLP	None 863
DIDI-NLP	None 864
DIDI-NLP	None 865
DIDI-NLP	None 866
DIDI-NLP	None 867
DIDI-NLP	None 868
DIDI-NLP	None 869
DIDI-NLP	None 870
DIDI-NLP	None 871
DIDI-NLP	None 872
DIDI-NLP	None 873
DIDI-NLP	None 874
DIDI-NLP	None 875
DIDI-NLP	None 876
DIDI-NLP	None 877
DIDI-NLP	None 878
DIDI-NLP	None 879
DIDI-NLP	None 880
DIDI-NLP	None 881
DIDI-NLP	None 882
DIDI-NLP	None 883
DIDI-NLP	None 884
DIDI-NLP	None 885
DIDI-NLP	None 886
DIDI-NLP	None 887
DIDI-NLP	None 888
DIDI-NLP	None 889
DIDI-NLP	None 890
DIDI-NLP	None 891
DIDI-NLP	None 892
DIDI-NLP	None 893
DIDI-NLP	None 894
DIDI-NLP	None 895
DIDI-NLP	None 896
DIDI-NLP	None 897
DIDI-NLP	None 898
DIDI-NLP	None 899
DIDI-NLP	None 900
DIDI-NLP	None 901
DIDI-NLP	None 902
DIDI-NLP	None 903
DIDI-NLP	None 904
DIDI-NLP	None 905
DIDI-NLP	None 906
DIDI-NLP	None 907
DIDI-NLP	None 908
DIDI-NLP	None 909
DIDI-NLP	None 910
DIDI-NLP	None 911
DIDI-NLP	-7.000000 912
DIDI-NLP	-3.000000 913
DIDI-NLP	-8.000000 914
DIDI-NLP	-0.100000 915
DIDI-NLP	-1.000000 916
DIDI-NLP	-1.000000 917
DIDI-NLP	-1.000000 918
DIDI-NLP	-2.000000 919
DIDI-NLP	-1.000000 920
DIDI-NLP	-8.000000 921
DIDI-NLP	-10.000000 922
DIDI-NLP	-3.000000 923
DIDI-NLP	-5.000000 924
DIDI-NLP	-0.000000 925
DIDI-NLP	-2.000000 926
DIDI-NLP	-0.000000 927
DIDI-NLP	-0.000000 928
DIDI-NLP	-15.000000 929
DIDI-NLP	-25.000000 930
DIDI-NLP	-0.000000 931
DIDI-NLP	-10.000000 932
DIDI-NLP	-10.100000 933
DIDI-NLP	-3.000000 934
DIDI-NLP	-6.000000 935
DIDI-NLP	-2.000000 936
DIDI-NLP	-17.000000 937
DIDI-NLP	-1.000000 938
DIDI-NLP	-17.000000 939
DIDI-NLP	-5.000000 940
DIDI-NLP	-15.000000 941
DIDI-NLP	-1.000000 942
DIDI-NLP	-10.000000 943
DIDI-NLP	-0.000000 944
DIDI-NLP	-6.000000 945
DIDI-NLP	-0.000000 946
DIDI-NLP	-0.000000 947
DIDI-NLP	-0.000000 948
DIDI-NLP	-0.000000 949
DIDI-NLP	-1.000000 950
DIDI-NLP	None 951
DIDI-NLP	None 952
DIDI-NLP	None 953
DIDI-NLP	None 954
DIDI-NLP	None 955
DIDI-NLP	None 956
DIDI-NLP	None 957
DIDI-NLP	None 958
DIDI-NLP	None 959
DIDI-NLP	None 960
DIDI-NLP	None 961
DIDI-NLP	None 962
